,Unnamed: 0,title,date,geo,rating
5,5,Élection législative,2017,FR,6
6,6,Catalogne,2017,FR,7
7,7,Affaire Grégory,2017,FR,8
8,8,Attentat Barcelone,2017,FR,9
9,9,Corée du Nord,2017,FR,10
0,0,Pompier,2018,FR,1
1,1,Agent immobilier,2018,FR,2
2,2,Mannequin,2018,FR,3
3,3,Auto-entrepreneur,2018,FR,4
4,4,Assistante maternelle,2018,FR,5
5,5,Acteur,2018,FR,6
6,6,Influenceur,2018,FR,7
7,7,Gendarme,2018,FR,8
8,8,Ambulancier,2018,FR,9
9,9,ATSEM,2018,FR,10
0,0,Notre Dame de Paris,2019,FR,1
1,1,Marie Laforêt,2019,FR,2
2,2,Neymar,2019,FR,3
3,3,Julie Graziani,2019,FR,4
4,4,Karl Lagerfeld,2019,FR,5
5,5,Coupe du Monde féminine de football 2019,2019,FR,6
6,6,Jacques Chirac,2019,FR,7
7,7,Game of Thrones,2019,FR,8
8,8,Résultats des élections européennes,2019,FR,9
9,9,Dijon - PSG,2019,FR,10
0,0,Coronavirus,2020,FR,1
1,1,Attestation Covid,2020,FR,2
2,2,Election américaine,2020,FR,3
3,3,Coronavirus conseils,2020,FR,4
4,4,PS5,2020,FR,5
5,5,Attestation de déplacement sur smartphone,2020,FR,6
6,6,Coronavirus Italie,2020,FR,7
7,7,Kobe Bryant,2020,FR,8
8,8,Symptome Coronavirus,2020,FR,9
9,9,Roland Garros,2020,FR,10
0,0,Gordon Brown,2008,GB,1
1,1,David Cameron,2008,GB,2
2,2,Barack Obama,2008,GB,3
3,3,Tony Blair,2008,GB,4
4,4,Sarah Palin,2008,GB,5
5,5,John McCain,2008,GB,6
6,6,George Osborne,2008,GB,7
7,7,Alistair Darling,2008,GB,8
8,8,Boris Johnson,2008,GB,9
9,9,Nicolas Sarkozy,2008,GB,10
0,0,Facebook,2009,GB,1
1,1,Jogos,2009,GB,2
2,2,eBay uk,2009,GB,3
3,3,Yahoo mail,2009,GB,4
4,4,Hotmail,2009,GB,5
5,5,Bbc iplayer,2009,GB,6
6,6,Hi5,2009,GB,7
7,7,Stephen gately,2009,GB,8
8,8,Bing,2009,GB,9
9,9,Spotify,2009,GB,10
0,0,Breaking Dawn,2011,GB,1
1,1,Final Destination 5,2011,GB,2
2,2,Mean Girls 2,2011,GB,3
3,3,True Grit,2011,GB,4
4,4,Conan The Barbarian,2011,GB,5
5,5,Scream 4,2011,GB,6
6,6,The Inbetweeners,2011,GB,7
7,7,Little Fockers,2011,GB,8
8,8,Transformers 3,2011,GB,9
9,9,Unstoppable,2011,GB,10
0,0,Stella McCartney,2012,GB,1
1,1,Karl Lagerfeld,2012,GB,2
2,2,Victoria's Secret,2012,GB,3
3,3,Alice Temperley,2012,GB,4
4,4,Versace,2012,GB,5
5,5,Mulberry,2012,GB,6
6,6,Marks and Spencer,2012,GB,7
7,7,Ossie Clark,2012,GB,8
8,8,Burberry,2012,GB,9
9,9,LK Bennett,2012,GB,10
0,0,Grand National,2013,GB,1
1,1,Wimbledon,2013,GB,2
2,2,Eurovision,2013,GB,3
3,3,Confederations Cup,2013,GB,4
4,4,The Oscars,2013,GB,5
5,5,Red Nose Day,2013,GB,6
6,6,Glastonbury,2013,GB,7
7,7,Lovebox,2013,GB,8
8,8,Brit Awards,2013,GB,9
9,9,The Ashes,2013,GB,10
0,0,Cilla Black,2015,GB,1
1,1,Lady Colin Campbell,2015,GB,2
2,2,Anne Kirkbride,2015,GB,3
3,3,Adele,2015,GB,4
4,4,Caitlyn Jenner,2015,GB,5
5,5,Ruby Rose,2015,GB,6
6,6,Katie Hopkins,2015,GB,7
7,7,Madonna,2015,GB,8
8,8,Bobbi Kristina Brown,2015,GB,9
9,9,Rita Ora,2015,GB,10
0,0,Euro2016,2016,GB,1
1,1,Pokemon Go,2016,GB,2
2,2,David Bowie,2016,GB,3
3,3,Donald Trump,2016,GB,4
4,4,Prince,2016,GB,5
5,5,EU referendum,2016,GB,6
6,6,Alan Rickman,2016,GB,7
7,7,Olympics,2016,GB,8
8,8,US election,2016,GB,9
9,9,Deadpool,2016,GB,10
0,0,Meghan Markle,2017,GB,1
1,1,iPhone 8,2017,GB,2
2,2,Hurricane Irma,2017,GB,3
3,3,Fidget spinner,2017,GB,4
4,4,Manchester bombing,2017,GB,5
5,5,Grenfell Tower,2017,GB,6
6,6,13 Reasons Why,2017,GB,7
7,7,Tara Palmer Tomkinson,2017,GB,8
8,8,Shannon Matthews,2017,GB,9
9,9,iPhone X,2017,GB,10
0,0,World Cup,2018,GB,1
1,1,Meghan Markle,2018,GB,2
2,2,Royal Wedding,2018,GB,3
3,3,Black Panther,2018,GB,4
4,4,Roxanne Pallett,2018,GB,5
5,5,Fortnite,2018,GB,6
6,6,Demi Lovato,2018,GB,7
7,7,Ant McPartlin,2018,GB,8
8,8,A Star Is Born,2018,GB,9
9,9,Khloe Kardashian,2018,GB,10
0,0,Rugby World Cup,2019,GB,1
1,1,Cricket World Cup,2019,GB,2
2,2,Game of Thrones,2019,GB,3
3,3,Chernobyl,2019,GB,4
4,4,Thanos,2019,GB,5
5,5,Notre Dame,2019,GB,6
6,6,Avengers Endgame,2019,GB,7
7,7,iPhone 11,2019,GB,8
8,8,Caitlyn Jenner,2019,GB,9
9,9,Joker,2019,GB,10
0,0,Coronavirus,2020,GB,1
1,1,US election,2020,GB,2
2,2,Caroline Flack,2020,GB,3
3,3,Coronavirus symptoms,2020,GB,4
4,4,Coronavirus update,2020,GB,5
5,5,Premier League,2020,GB,6
6,6,Boris Johnson,2020,GB,7
7,7,Eat Out to Help Out,2020,GB,8
8,8,Kobe Bryant,2020,GB,9
9,9,Kim Jong-un,2020,GB,10
0,0,Whitney Houston,2012,GH,1
1,1,Eddie Murphy,2012,GH,2
2,2,Atta Mills,2012,GH,3
3,3,Usain Bolt,2012,GH,4
4,4,Ronaldinho,2012,GH,5
5,5,Van Persie,2012,GH,6
6,6,Fabrice Muamba,2012,GH,7
7,7,Hulk,2012,GH,8
8,8,Nuri Sahin,2012,GH,9
9,9,Michael Clark Duncan,2012,GH,10
0,0,Paul Walker,2013,GH,1
1,1,Goldie Harvey,2013,GH,2
2,2,Rachel Appoh,2013,GH,3
3,3,Trayvon Martin,2013,GH,4
4,4,Pope Francis,2013,GH,5
5,5,Andrew Solomon,2013,GH,6
6,6,Margaret Thatcher,2013,GH,7
7,7,Odartey Lamptey,2013,GH,8
8,8,Shatta Wale,2013,GH,9
9,9,Royal Baby (Prince George),2013,GH,10
0,0,Castro,2014,GH,1
1,1,Ebola outbreak,2014,GH,2
2,2,Komla Dumor,2014,GH,3
3,3,World Cup 2014,2014,GH,4
4,4,iPhone 6 launch,2014,GH,5
5,5,Myles Monroe plane crash,2014,GH,6
6,6,Robin Williams,2014,GH,7
7,7,Di Maria to Manchester United,2014,GH,8
8,8,Irene Asante,2014,GH,9
9,9,Joan Rivers,2014,GH,10
0,0,AFCON 2015,2015,GH,1
1,1,Muna Obiekwe death,2015,GH,2
2,2,Dumsor Protest,2015,GH,3
3,3,Nigeria Elections,2015,GH,4
4,4,Xenophobia in South Africa,2015,GH,5
5,5,Mayweather vs. Pacquiao fight,2015,GH,6
6,6,KKD Trial,2015,GH,7
7,7,Lamar Odum in hospital,2015,GH,8
8,8,Bobbi Kristina death,2015,GH,9
9,9,Bruce Jenner,2015,GH,10
0,0,HTC 10,2016,GH,1
1,1,HTC One,2016,GH,2
2,2,Season Z2,2016,GH,3
3,3,Iphone 7 Plus,2016,GH,4
4,4,Infinix Note 2,2016,GH,5
5,5,Iphone 7,2016,GH,6
6,6,Infinix Note 3,2016,GH,7
7,7,Galaxy S7 Edge,2016,GH,8
8,8,Infinix Hot S,2016,GH,9
9,9,Tecno W4,2016,GH,10
0,0,Afia Schwarzenegger,2017,GH,1
1,1,Mayweather vs Mcgregor fight,2017,GH,2
2,2,Iphone x Launch,2017,GH,3
3,3,Gambia,2017,GH,4
4,4,Kaba dead,2017,GH,5
5,5,Plagiarism,2017,GH,6
6,6,Ghana Elections / Nana Addo,2017,GH,7
7,7,Captain Mahama,2017,GH,8
8,8,Christopher Opoku dead,2017,GH,9
9,9,Stonebwoy Wedding,2017,GH,10
0,0,εκλογες 2014,2014,GR,1
1,1,eurovision 2014,2014,GR,2
2,2,mundial 2014,2014,GR,3
3,3,the voice,2014,GR,4
4,4,πανελληνιες 2014,2014,GR,5
5,5,ολυμπιακος μαντσεστερ,2014,GR,6
6,6,μουντομπασκετ 2014,2014,GR,7
7,7,roland garros,2014,GR,8
8,8,τελικος κυπελλου 2014,2014,GR,9
9,9,nba playoffs 2014,2014,GR,10
0,0,eurobasket 2015,2015,GR,1
1,1,eurovision 2015,2015,GR,2
2,2,εκλογες 2015,2015,GR,3
3,3,fifty shades of grey,2015,GR,4
4,4,Δημοψηφισμα,2015,GR,5
5,5,Βαρουφακης,2015,GR,6
6,6,iphone 6s,2015,GR,7
7,7,Συριζα,2015,GR,8
8,8,ενφια 2015,2015,GR,9
9,9,Αμφιπολη,2015,GR,10
0,0,Euro 2016,2016,GR,1
1,1,Pokemon Go,2016,GR,2
2,2,Παντελής Παντελίδης,2016,GR,3
3,3,Ολυμπιακοί Αγώνες Ρίο 2016,2016,GR,4
4,4,Eurovision 2016,2016,GR,5
5,5,Public Black Friday,2016,GR,6
6,6,David Bowie,2016,GR,7
7,7,Kara Sevda,2016,GR,8
8,8,Δίδυμα Φεγγάρια,2016,GR,9
9,9,Brexit,2016,GR,10
0,0,Survivor,2017,GR,1
1,1,Κοινωνικό Μέρισμα,2017,GR,2
2,2,Eurovision,2017,GR,3
3,3,Nomads,2017,GR,4
4,4,Zωή Λάσκαρη,2017,GR,5
5,5,Eurobasket,2017,GR,6
6,6,Στάθης Ψάλτης,2017,GR,7
7,7,Despacito,2017,GR,8
8,8,My style rocks,2017,GR,9
9,9,iPhone 8,2017,GR,10
0,0,Power of love,2018,GR,1
1,1,Eurovision,2018,GR,2
2,2,Mundial,2018,GR,3
3,3,Black Friday,2018,GR,4
4,4,Survivor 2,2018,GR,5
5,5,ΠΑΟΚ-ΑΕΚ,2018,GR,6
6,6,Game of Love,2018,GR,7
7,7,Anne,2018,GR,8
8,8,Tατουάζ,2018,GR,9
9,9,Ολυμπιακός - Παναθηναϊκός,2018,GR,10
0,0,Eurovision,2019,GR,1
1,1,Πού ψηφίζω,2019,GR,2
2,2,Σεισμός,2019,GR,3
3,3,Power of Love,2019,GR,4
4,4,Ευρωεκλογές,2019,GR,5
5,5,Κτηματολόγιο,2019,GR,6
6,6,Υπουργείο Εσωτερικών,2019,GR,7
7,7,Επίδομα ενοικίου,2019,GR,8
8,8,Eκλογές,2019,GR,9
9,9,Άγριες Μέλισσες,2019,GR,10
0,0,eclass,2020,GR,1
1,1,Κρούσματα,2020,GR,2
2,2,Κορωνοϊός,2020,GR,3
3,3,e-me,2020,GR,4
4,4,webex,2020,GR,5
5,5,13033,2020,GR,6
6,6,Αμερικανικές εκλογές,2020,GR,7
7,7,forma.gov.gr,2020,GR,8
8,8,Πανελλήνιο Σχολικό Δίκτυο,2020,GR,9
9,9,Τουρισμός Για Όλους,2020,GR,10
0,0,Michael Jackson,2009,GT,1
1,1,Taringa,2009,GT,2
2,2,Facebook,2009,GT,3
3,3,Traductor Google,2009,GT,4
4,4,YouTube,2009,GT,5
5,5,Mensajin,2009,GT,6
6,6,Mario Bros,2009,GT,7
7,7,Juegos de Mario,2009,GT,8
8,8,Mensajin.com,2009,GT,9
9,9,Hotmail,2009,GT,10
0,0,Rusia 2018,2018,GT,1
1,1,Volcán de Fuego,2018,GT,2
2,2,Tribunal Supremo Electoral,2018,GT,3
3,3,Stan Lee,2018,GT,4
4,4,Avicii,2018,GT,5
5,5,Bad Bunny,2018,GT,6
6,6,Marduk,2018,GT,7
7,7,Te boté,2018,GT,8
8,8,Meghan Markle,2018,GT,9
9,9,Álvaro Arzú,2018,GT,10
0,0,Copa América,2019,GT,1
1,1,Claudio Bravo Camus,2019,GT,2
2,2,30 aniversario de la caída del muro de Berlín,2019,GT,3
3,3,Día de muertos,2019,GT,4
4,4,Thanos,2019,GT,5
5,5,Copa Oro,2019,GT,6
6,6,Dónde votar,2019,GT,7
7,7,Cameron Boyce,2019,GT,8
8,8,Resultados de las elecciones,2019,GT,9
9,9,Joseph Antoine Ferdinand Plateau,2019,GT,10
0,0,Coronavirus,2020,GT,1
1,1,Google Classroom,2020,GT,2
2,2,Elecciones Estados Unidos,2020,GT,3
3,3,Zoom,2020,GT,4
4,4,Champions League,2020,GT,5
5,5,La Liga,2020,GT,6
6,6,Among Us,2020,GT,7
7,7,Serie A,2020,GT,8
8,8,Síntomas del coronavirus,2020,GT,9
9,9,Bono Familia,2020,GT,10
0,0,陳冠希,2008,HK,1
1,1,鍾欣桐,2008,HK,2
2,2,Obama,2008,HK,3
3,3,張柏芝,2008,HK,4
4,4,趙碩之,2008,HK,5
5,5,陳文媛,2008,HK,6
6,6,陳巧文,2008,HK,7
7,7,蕭敬騰,2008,HK,8
8,8,Janice Man,2008,HK,9
9,9,Angelababy,2008,HK,10
0,0,Swine Flu (豬流感),2009,HK,1
1,1,寵物討論區(討論寵物的討論區),2009,HK,2
2,2,章子怡,2009,HK,3
3,3,Susan Boyle (參加知名選秀節目 Britain's Got Talent),2009,HK,4
4,4,酒井法子,2009,HK,5
5,5,趙燕萍,2009,HK,6
6,6,崖上的波兒,2009,HK,7
7,7,周秀娜,2009,HK,8
8,8,Michael Jackson,2009,HK,9
9,9,王麗珠,2009,HK,10
0,0,潘霜霜,2011,HK,1
1,1,Amy Winehouse,2011,HK,2
2,2,Steve Jobs,2011,HK,3
3,3,江澤民,2011,HK,4
4,4,陳嘉桓,2011,HK,5
5,5,Kate Middleton,2011,HK,6
6,6,李娜,2011,HK,7
7,7,雷凱欣,2011,HK,8
8,8,藍燕,2011,HK,9
9,9,黃智雯,2011,HK,10
0,0,PSY,2012,HK,1
1,1,Jeremy Lin,2012,HK,2
2,2,李宗瑞,2012,HK,3
3,3,Whitney Houston,2012,HK,4
4,4,薄熙來,2012,HK,5
5,5,唐英年,2012,HK,6
6,6,王立軍,2012,HK,7
7,7,梁振英,2012,HK,8
8,8,Makiyo,2012,HK,9
9,9,Johnny Depp,2012,HK,10
0,0,陳僖儀,2013,HK,1
1,1,藍可兒,2013,HK,2
2,2,Edward Snowden,2013,HK,3
3,3,王維基,2013,HK,4
4,4,萬綺雯,2013,HK,5
5,5,張暖雅,2013,HK,6
6,6,傅嘉莉,2013,HK,7
7,7,林慧思,2013,HK,8
8,8,Jennifer Lawrence,2013,HK,9
9,9,何超盈,2013,HK,10
0,0,HKTV,2014,HK,1
1,1,iPhone 6,2014,HK,2
2,2,世界盃,2014,HK,3
3,3,馬航,2014,HK,4
4,4,使徒行者,2014,HK,5
5,5,PAD wiki,2014,HK,6
6,6,金秀賢,2014,HK,7
7,7,小米,2014,HK,8
8,8,CSL,2014,HK,9
9,9,Interstellar,2014,HK,10
0,0,iPhone 6s,2015,HK,1
1,1,How-Old.net,2015,HK,2
2,2,杜如風,2015,HK,3
3,3,武則天,2015,HK,4
4,4,我的少女時代,2015,HK,5
5,5,HKTV,2015,HK,6
6,6,大時代,2015,HK,7
7,7,張保仔,2015,HK,8
8,8,羅生門,2015,HK,9
9,9,Minions,2015,HK,10
0,0,Pokémon GO,2016,HK,1
1,1,ViuTV,2016,HK,2
2,2,太陽的後裔,2016,HK,3
3,3,iPhone 7,2016,HK,4
4,4,Pokevision,2016,HK,5
5,5,城寨英雄,2016,HK,6
6,6,無心法師,2016,HK,7
7,7,你的名字,2016,HK,8
8,8,歐洲國家盃,2016,HK,9
9,9,美國總統選舉,2016,HK,10
0,0,降魔的,2017,HK,1
1,1,iPhone 8,2017,HK,2
2,2,不懂撒嬌的女人,2017,HK,3
3,3,iPhone X,2017,HK,4
4,4,反黑,2017,HK,5
5,5,使徒行者 2,2017,HK,6
6,6,鬼怪 - 孤單又燦爛的神,2017,HK,7
7,7,射鵰英雄傳 2017,2017,HK,8
8,8,超時空男臣,2017,HK,9
9,9,易鑫,2017,HK,10
0,0,延禧攻略,2018,HK,1
1,1,世界盃,2018,HK,2
2,2,WhatsApp Sticker,2018,HK,3
3,3,山竹,2018,HK,4
4,4,書展 2018,2018,HK,5
5,5,跳躍生命線,2018,HK,6
6,6,如懿傳,2018,HK,7
7,7,與神同行,2018,HK,8
8,8,飛虎之潛行極戰,2018,HK,9
9,9,逆緣,2018,HK,10
0,0,連登,2019,HK,1
1,1,黃心穎,2019,HK,2
2,2,皓鑭傳,2019,HK,3
3,3,Thanos,2019,HK,4
4,4,教育局,2019,HK,5
5,5,許志安,2019,HK,6
6,6,立場新聞,2019,HK,7
7,7,港鐵,2019,HK,8
8,8,區議會選舉,2019,HK,9
9,9,何君堯,2019,HK,10
0,0,美國大選,2020,HK,1
1,1,HKTVmall,2020,HK,2
2,2,天文台,2020,HK,3
3,3,新型冠狀病毒,2020,HK,4
4,4,口罩,2020,HK,5
5,5,Zoom,2020,HK,6
6,6,慶餘年,2020,HK,7
7,7,法證先鋒 IV,2020,HK,8
8,8,夫妻的世界,2020,HK,9
9,9,百佳,2020,HK,10
0,0,CNN,2009,HN,1
1,1,Taringa,2009,HN,2
2,2,Google Traductor,2009,HN,3
3,3,Facebook,2009,HN,4
4,4,YouTube,2009,HN,5
5,5,La Prensa Honduras,2009,HN,6
6,6,Diez,2009,HN,7
7,7,Yahoo!,2009,HN,8
8,8,Hotmail,2009,HN,9
9,9,Crisis en Honduras,2009,HN,10
0,0,Thompson,2009,HR,1
1,1,Hrvoje Brlečić,2009,HR,2
2,2,Vesnica Ilijić,2009,HR,3
3,3,Dubravko Merlić,2009,HR,4
4,4,Doris Vrečko,2009,HR,5
5,5,Neda Ukraden,2009,HR,6
6,6,Siniša Vuco,2009,HR,7
7,7,Dijana Čuljak Šelebaj,2009,HR,8
8,8,Tončica Čeljuska,2009,HR,9
9,9,Mate Mišo Kovač,2009,HR,10
0,0,Gangnam Style,2013,HR,1
1,1,Nirvana,2013,HR,2
2,2,Tarapana,2013,HR,3
3,3,Hurem,2013,HR,4
4,4,Zorica,2013,HR,5
5,5,Uzbuna,2013,HR,6
6,6,Dobrodošao u klub,2013,HR,7
7,7,Wake me up,2013,HR,8
8,8,Cirkus,2013,HR,9
9,9,Skyfall,2013,HR,10
0,0,Robin Williams,2014,HR,1
1,1,Maja Petrin,2014,HR,2
2,2,Nives Celzijus,2014,HR,3
3,3,Jennifer Lawrence,2014,HR,4
4,4,Niko Kovač,2014,HR,5
5,5,Conchita Wurst,2014,HR,6
6,6,Jordan Belfort,2014,HR,7
7,7,Michael Schumacher,2014,HR,8
8,8,Marin Čilić,2014,HR,9
9,9,Kristina Ćurković,2014,HR,10
0,0,Tina Katanić,2015,HR,1
1,1,Tomislav Salopek,2015,HR,2
2,2,Kolinda Grabar Kitarović,2015,HR,3
3,3,Kemal Monteno,2015,HR,4
4,4,Arsen Dedić,2015,HR,5
5,5,Mia Kalifa,2015,HR,6
6,6,Ivana Fogadić,2015,HR,7
7,7,Božo Petrov,2015,HR,8
8,8,Nina Kraljić,2015,HR,9
9,9,Drago Prgomet,2015,HR,10
0,0,DIP,2017,HR,1
1,1,Despacito,2017,HR,2
2,2,Wimbledon,2017,HR,3
3,3,Eurosong,2017,HR,4
4,4,Rukometno prvenstvo,2017,HR,5
5,5,iPhone 8,2017,HR,6
6,6,Sudbina,2017,HR,7
7,7,Eurobasket,2017,HR,8
8,8,Fidget spinner,2017,HR,9
9,9,Majčin dan,2017,HR,10
0,0,Svjetsko prvenstvo 2018,2018,HR,1
1,1,Istanbulska konvencija,2018,HR,2
2,2,Istanbulska nevjesta,2018,HR,3
3,3,Oliver Dragojević,2018,HR,4
4,4,Dejan Lovren,2018,HR,5
5,5,Luka Modrić,2018,HR,6
6,6,Rukometno prvenstvo 2018,2018,HR,7
7,7,Zadruga,2018,HR,8
8,8,Hrvatska - Engleska,2018,HR,9
9,9,Zlatko Dalić,2018,HR,10
0,0,Rezultati EU izbora #hrvatska,2019,HR,1
1,1,Štrajk,2019,HR,2
2,2,Dinamo - Benfica,2019,HR,3
3,3,Rukometno prvenstvo 2019,2019,HR,4
4,4,Hrvatska - Slovačka,2019,HR,5
5,5,Notre Dame,2019,HR,6
6,6,Muzej Prado,2019,HR,7
7,7,Dinamo - Viktoria Plzen,2019,HR,8
8,8,Ljubav je na selu,2019,HR,9
9,9,Wimbledon,2019,HR,10
0,0,Koronavirus,2020,HR,1
1,1,Google Classroom,2020,HR,2
2,2,Office 365 za škole,2020,HR,3
3,3,Potres Zagreb,2020,HR,4
4,4,Kobe Bryant,2020,HR,5
5,5,e-Propusnica,2020,HR,6
6,6,Izbori SAD,2020,HR,7
7,7,DIP,2020,HR,8
8,8,Joe Biden,2020,HR,9
9,9,Masoni,2020,HR,10
0,0,Éden Hotel,2011,HU,1
1,1,Való Világ,2011,HU,2
2,2,Kapi Hospital,2011,HU,3
3,3,Csillag Születik,2011,HU,4
4,4,Nav,2011,HU,5
5,5,Összeesküvők,2011,HU,6
6,6,Ezel,2011,HU,7
7,7,Népszámlálás,2011,HU,8
8,8,Samsung Galaxy,2011,HU,9
9,9,Balaton Sound 2011,2011,HU,10
0,0,Gi Diéta,2012,HU,1
1,1,Dukan Diéta,2012,HU,2
2,2,Paleolit Diéta,2012,HU,3
3,3,Léböjt Kúra,2012,HU,4
4,4,Vércsoport Diéta,2012,HU,5
5,5,Norbi Update Diéta,2012,HU,6
6,6,Káposztaleves Diéta,2012,HU,7
7,7,Alma Diéta,2012,HU,8
8,8,Fehérje Diéta,2012,HU,9
9,9,Anyagcsere Diéta,2012,HU,10
0,0,Paul Walker,2013,HU,1
1,1,Éjjel Nappal Budapest,2013,HU,2
2,2,Voice,2013,HU,3
3,3,Krasznai Tünde,2013,HU,4
4,4,Sztárban Sztár,2013,HU,5
5,5,Eurovision 2013,2013,HU,6
6,6,Bérkalkulátor 2013,2013,HU,7
7,7,Árvíz,2013,HU,8
8,8,ByeAlex,2013,HU,9
9,9,Street View,2013,HU,10
0,0,legolcsóbb biztosítás segédmotorra,2014,HU,1
1,1,legolcsóbb benzin,2014,HU,2
2,2,legolcsóbb repülős utak,2014,HU,3
3,3,legolcsóbb kötelező biztosítás,2014,HU,4
4,4,legolcsóbb repülőjegyek londonba,2014,HU,5
5,5,legolcsóbb matracok,2014,HU,6
6,6,legolcsóbb ételek,2014,HU,7
7,7,legolcsóbb kerítés,2014,HU,8
8,8,legolcsóbb játékbolt,2014,HU,9
9,9,legolcsóbb szennyvìztartàly,2014,HU,10
0,0,Éden Hotel,2015,HU,1
1,1,Pixwords megoldások,2015,HU,2
2,2,Való Világ 7,2015,HU,3
3,3,Ötös lottó,2015,HU,4
4,4,A szürke ötven árnyalata,2015,HU,5
5,5,Eurovision 2015,2015,HU,6
6,6,Jurassic World,2015,HU,7
7,7,Windows 10,2015,HU,8
8,8,Rising star,2015,HU,9
9,9,EuroJackpot,2015,HU,10
0,0,EB 2016,2016,HU,1
1,1,Rió 2016,2016,HU,2
2,2,Pokemon GO,2016,HU,3
3,3,X-Faktor,2016,HU,4
4,4,iPhone 7,2016,HU,5
5,5,Pixwords megoldások,2016,HU,6
6,6,Donald Trump,2016,HU,7
7,7,Bud Spencer,2016,HU,8
8,8,Való Világ,2016,HU,9
9,9,Slither.io,2016,HU,10
0,0,Black Friday,2017,HU,1
1,1,Eurovision,2017,HU,2
2,2,FINA,2017,HU,3
3,3,Szmogriadó,2017,HU,4
4,4,Fidget spinner,2017,HU,5
5,5,X-Faktor,2017,HU,6
6,6,Óraátállítás,2017,HU,7
7,7,iPhone 8,2017,HU,8
8,8,Stats Royale,2017,HU,9
9,9,Chester Bennington,2017,HU,10
0,0,Választás,2018,HU,1
1,1,Labdarúgó-világbajnokság,2018,HU,2
2,2,Avicii,2018,HU,3
3,3,Való Világ,2018,HU,4
4,4,Black Friday,2018,HU,5
5,5,Stan Lee,2018,HU,6
6,6,Sylvester Stallone,2018,HU,7
7,7,Freddie Mercury,2018,HU,8
8,8,Holdfogyatkozás,2018,HU,9
9,9,Meghan Markle,2018,HU,10
0,0,Önkormányzati választás,2019,HU,1
1,1,Andy Vajna,2019,HU,2
2,2,Notre-Dame,2019,HU,3
3,3,Love Island,2019,HU,4
4,4,Cameron Boyce,2019,HU,5
5,5,Exathlon,2019,HU,6
6,6,Black Friday,2019,HU,7
7,7,Csernobil (sorozat),2019,HU,8
8,8,Berlini fal leomlása,2019,HU,9
9,9,Európai parlamenti választás,2019,HU,10
0,0,Koronavírus,2020,HU,1
1,1,Amerikai elnökválasztás,2020,HU,2
2,2,Google Classroom,2020,HU,3
3,3,Telex,2020,HU,4
4,4,Benedek Tibor,2020,HU,5
5,5,Koronavírus térkép,2020,HU,6
6,6,Gesztesi Károly,2020,HU,7
7,7,Redmenta,2020,HU,8
8,8,Magyar Közlöny,2020,HU,9
9,9,Kobe Bryant,2020,HU,10
0,0,Toyota Agya,2012,ID,1
1,1,Honda Brio,2012,ID,2
2,2,Suzuki Ertiga,2012,ID,3
3,3,Mobil Esemka,2012,ID,4
4,4,Nissan Evalia,2012,ID,5
5,5,Daihatsu Ayla,2012,ID,6
6,6,Mitsubishi Outlander,2012,ID,7
7,7,Tata Nano,2012,ID,8
8,8,Mitsubishi Mirage,2012,ID,9
9,9,Bentley Mulsanne,2012,ID,10
0,0,Paul Walker,2013,ID,1
1,1,Padamu Negeri,2013,ID,2
2,2,BBM for Android,2013,ID,3
3,3,CPNS 2013,2013,ID,4
4,4,Harlem Shake,2013,ID,5
5,5,Eyang Subur,2013,ID,6
6,6,Line,2013,ID,7
7,7,X Factor Indonesia,2013,ID,8
8,8,Tegar,2013,ID,9
9,9,Modoo Marble,2013,ID,10
0,0,Jokowi,2014,ID,1
1,1,Prabowo,2014,ID,2
2,2,CPNS 2014,2014,ID,3
3,3,ISIS,2014,ID,4
4,4,Sakitnya Tuh Disini,2014,ID,5
5,5,Nagita Slavina,2014,ID,6
6,6,MH 370,2014,ID,7
7,7,Pilpres 2014,2014,ID,8
8,8,Kabinet Jokowi,2014,ID,9
9,9,Ebola,2014,ID,10
0,0,Batu Akik,2015,ID,1
1,1,GO-JEK,2015,ID,2
2,2,Kue Cubit,2015,ID,3
3,3,Angeline,2015,ID,4
4,4,Olga Syahputra,2015,ID,5
5,5,Dubsmash,2015,ID,6
6,6,Fast Furious 7,2015,ID,7
7,7,Tragedi Mina,2015,ID,8
8,8,Goyang Dumang,2015,ID,9
9,9,Piala Presiden,2015,ID,10
0,0,Pokémon GO,2016,ID,1
1,1,Gerhana Matahari,2016,ID,2
2,2,Timnas Indonesia,2016,ID,3
3,3,Gempa Aceh,2016,ID,4
4,4,Donald Trump,2016,ID,5
5,5,Mukidi,2016,ID,6
6,6,Demo 4 November,2016,ID,7
7,7,Rio Haryanto,2016,ID,8
8,8,Jessica Kumala Wongso,2016,ID,9
9,9,Joey Alexander,2016,ID,10
0,0,Surat Cinta untuk Starla,2017,ID,1
1,1,Pengabdi Setan,2017,ID,2
2,2,Setya Novanto,2017,ID,3
3,3,Pilkada DKI,2017,ID,4
4,4,SEA Games,2017,ID,5
5,5,Jokowi Mantu,2017,ID,6
6,6,Ayam Geprek,2017,ID,7
7,7,Raja Salman,2017,ID,8
8,8,Sidang Ahok,2017,ID,9
9,9,Om Telolet Om,2017,ID,10
0,0,Dilan 1990,2018,ID,1
1,1,Avengers Infinity War,2018,ID,2
2,2,Fantastic Beast,2018,ID,3
3,3,The Nun,2018,ID,4
4,4,Black Panther,2018,ID,5
5,5,Venom,2018,ID,6
6,6,Deadpool 2,2018,ID,7
7,7,Crazy Rich Asian,2018,ID,8
